dabs_path	tf_resource	tf_path	status
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.cluster_log_conf.s3.canned_acl	databricks_job	task.for_each_task.task.new_cluster.cluster_log_conf.s3.canned_acl	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.cluster_log_conf.s3.destination	databricks_job	task.for_each_task.task.new_cluster.cluster_log_conf.s3.destination	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.cluster_log_conf.s3.enable_encryption	databricks_job	task.for_each_task.task.new_cluster.cluster_log_conf.s3.enable_encryption	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.cluster_log_conf.s3.encryption_type	databricks_job	task.for_each_task.task.new_cluster.cluster_log_conf.s3.encryption_type	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.cluster_log_conf.s3.endpoint	databricks_job	task.for_each_task.task.new_cluster.cluster_log_conf.s3.endpoint	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.cluster_log_conf.s3.kms_key	databricks_job	task.for_each_task.task.new_cluster.cluster_log_conf.s3.kms_key	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.cluster_log_conf.s3.region	databricks_job	task.for_each_task.task.new_cluster.cluster_log_conf.s3.region	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.cluster_log_conf.volumes	databricks_job	task.for_each_task.task.new_cluster.cluster_log_conf.volumes	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.cluster_log_conf.volumes.destination	databricks_job	task.for_each_task.task.new_cluster.cluster_log_conf.volumes.destination	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.cluster_name	databricks_job	task.for_each_task.task.new_cluster.cluster_name	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.custom_tags.*	databricks_job	task.for_each_task.task.new_cluster.custom_tags	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.data_security_mode	databricks_job	task.for_each_task.task.new_cluster.data_security_mode	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.docker_image	databricks_job	task.for_each_task.task.new_cluster.docker_image	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.docker_image.basic_auth	databricks_job	task.for_each_task.task.new_cluster.docker_image.basic_auth	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.docker_image.basic_auth.password	databricks_job	task.for_each_task.task.new_cluster.docker_image.basic_auth.password	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.docker_image.basic_auth.username	databricks_job	task.for_each_task.task.new_cluster.docker_image.basic_auth.username	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.docker_image.url	databricks_job	task.for_each_task.task.new_cluster.docker_image.url	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.driver_instance_pool_id	databricks_job	task.for_each_task.task.new_cluster.driver_instance_pool_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.driver_node_type_flexibility	databricks_job	task.for_each_task.task.new_cluster.driver_node_type_flexibility	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.driver_node_type_flexibility.alternate_node_type_ids[*]	databricks_job	task.for_each_task.task.new_cluster.driver_node_type_flexibility.alternate_node_type_ids	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.driver_node_type_id	databricks_job	task.for_each_task.task.new_cluster.driver_node_type_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.enable_elastic_disk	databricks_job	task.for_each_task.task.new_cluster.enable_elastic_disk	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.enable_local_disk_encryption	databricks_job	task.for_each_task.task.new_cluster.enable_local_disk_encryption	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.gcp_attributes	databricks_job	task.for_each_task.task.new_cluster.gcp_attributes	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.gcp_attributes.availability	databricks_job	task.for_each_task.task.new_cluster.gcp_attributes.availability	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.gcp_attributes.boot_disk_size	databricks_job	task.for_each_task.task.new_cluster.gcp_attributes.boot_disk_size	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.gcp_attributes.first_on_demand	databricks_job	task.for_each_task.task.new_cluster.gcp_attributes.first_on_demand	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.gcp_attributes.google_service_account	databricks_job	task.for_each_task.task.new_cluster.gcp_attributes.google_service_account	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.gcp_attributes.local_ssd_count	databricks_job	task.for_each_task.task.new_cluster.gcp_attributes.local_ssd_count	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.gcp_attributes.use_preemptible_executors	databricks_job	task.for_each_task.task.new_cluster.gcp_attributes.use_preemptible_executors	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.gcp_attributes.zone_id	databricks_job	task.for_each_task.task.new_cluster.gcp_attributes.zone_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*]	databricks_job	task.for_each_task.task.new_cluster.init_scripts	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].abfss	databricks_job	task.for_each_task.task.new_cluster.init_scripts.abfss	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].abfss.destination	databricks_job	task.for_each_task.task.new_cluster.init_scripts.abfss.destination	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].dbfs	databricks_job	task.for_each_task.task.new_cluster.init_scripts.dbfs	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].dbfs.destination	databricks_job	task.for_each_task.task.new_cluster.init_scripts.dbfs.destination	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].file	databricks_job	task.for_each_task.task.new_cluster.init_scripts.file	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].file.destination	databricks_job	task.for_each_task.task.new_cluster.init_scripts.file.destination	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].gcs	databricks_job	task.for_each_task.task.new_cluster.init_scripts.gcs	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].gcs.destination	databricks_job	task.for_each_task.task.new_cluster.init_scripts.gcs.destination	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].s3	databricks_job	task.for_each_task.task.new_cluster.init_scripts.s3	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].s3.canned_acl	databricks_job	task.for_each_task.task.new_cluster.init_scripts.s3.canned_acl	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].s3.destination	databricks_job	task.for_each_task.task.new_cluster.init_scripts.s3.destination	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].s3.enable_encryption	databricks_job	task.for_each_task.task.new_cluster.init_scripts.s3.enable_encryption	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].s3.encryption_type	databricks_job	task.for_each_task.task.new_cluster.init_scripts.s3.encryption_type	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].s3.endpoint	databricks_job	task.for_each_task.task.new_cluster.init_scripts.s3.endpoint	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].s3.kms_key	databricks_job	task.for_each_task.task.new_cluster.init_scripts.s3.kms_key	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].s3.region	databricks_job	task.for_each_task.task.new_cluster.init_scripts.s3.region	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].volumes	databricks_job	task.for_each_task.task.new_cluster.init_scripts.volumes	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].volumes.destination	databricks_job	task.for_each_task.task.new_cluster.init_scripts.volumes.destination	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].workspace	databricks_job	task.for_each_task.task.new_cluster.init_scripts.workspace	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.init_scripts[*].workspace.destination	databricks_job	task.for_each_task.task.new_cluster.init_scripts.workspace.destination	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.instance_pool_id	databricks_job	task.for_each_task.task.new_cluster.instance_pool_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.is_single_node	databricks_job	task.for_each_task.task.new_cluster.is_single_node	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.kind	databricks_job	task.for_each_task.task.new_cluster.kind	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.node_type_id	databricks_job	task.for_each_task.task.new_cluster.node_type_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.num_workers	databricks_job	task.for_each_task.task.new_cluster.num_workers	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.policy_id	databricks_job	task.for_each_task.task.new_cluster.policy_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.remote_disk_throughput	databricks_job	task.for_each_task.task.new_cluster.remote_disk_throughput	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.runtime_engine	databricks_job	task.for_each_task.task.new_cluster.runtime_engine	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.single_user_name	databricks_job	task.for_each_task.task.new_cluster.single_user_name	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.spark_conf.*	databricks_job	task.for_each_task.task.new_cluster.spark_conf	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.spark_env_vars.*	databricks_job	task.for_each_task.task.new_cluster.spark_env_vars	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.spark_version	databricks_job	task.for_each_task.task.new_cluster.spark_version	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.ssh_public_keys[*]	databricks_job	task.for_each_task.task.new_cluster.ssh_public_keys	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.total_initial_remote_disk_size	databricks_job	task.for_each_task.task.new_cluster.total_initial_remote_disk_size	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.use_ml_runtime	databricks_job	task.for_each_task.task.new_cluster.use_ml_runtime	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.worker_node_type_flexibility	databricks_job	task.for_each_task.task.new_cluster.worker_node_type_flexibility	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.worker_node_type_flexibility.alternate_node_type_ids[*]	databricks_job	task.for_each_task.task.new_cluster.worker_node_type_flexibility.alternate_node_type_ids	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.workload_type	databricks_job	task.for_each_task.task.new_cluster.workload_type	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.workload_type.clients	databricks_job	task.for_each_task.task.new_cluster.workload_type.clients	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.workload_type.clients.jobs	databricks_job	task.for_each_task.task.new_cluster.workload_type.clients.jobs	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.workload_type.clients.notebooks	databricks_job	task.for_each_task.task.new_cluster.workload_type.clients.notebooks	renamed
resources.jobs.*.tasks[*].for_each_task.task.notebook_task	databricks_job	task.for_each_task.task.notebook_task	renamed
resources.jobs.*.tasks[*].for_each_task.task.notebook_task.base_parameters.*	databricks_job	task.for_each_task.task.notebook_task.base_parameters	renamed
resources.jobs.*.tasks[*].for_each_task.task.notebook_task.notebook_path	databricks_job	task.for_each_task.task.notebook_task.notebook_path	renamed
resources.jobs.*.tasks[*].for_each_task.task.notebook_task.source	databricks_job	task.for_each_task.task.notebook_task.source	renamed
resources.jobs.*.tasks[*].for_each_task.task.notebook_task.warehouse_id	databricks_job	task.for_each_task.task.notebook_task.warehouse_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.notification_settings	databricks_job	task.for_each_task.task.notification_settings	renamed
resources.jobs.*.tasks[*].for_each_task.task.notification_settings.alert_on_last_attempt	databricks_job	task.for_each_task.task.notification_settings.alert_on_last_attempt	renamed
resources.jobs.*.tasks[*].for_each_task.task.notification_settings.no_alert_for_canceled_runs	databricks_job	task.for_each_task.task.notification_settings.no_alert_for_canceled_runs	renamed
resources.jobs.*.tasks[*].for_each_task.task.notification_settings.no_alert_for_skipped_runs	databricks_job	task.for_each_task.task.notification_settings.no_alert_for_skipped_runs	renamed
resources.jobs.*.tasks[*].for_each_task.task.pipeline_task	databricks_job	task.for_each_task.task.pipeline_task	renamed
resources.jobs.*.tasks[*].for_each_task.task.pipeline_task.full_refresh	databricks_job	task.for_each_task.task.pipeline_task.full_refresh	renamed
resources.jobs.*.tasks[*].for_each_task.task.pipeline_task.pipeline_id	databricks_job	task.for_each_task.task.pipeline_task.pipeline_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.power_bi_task	databricks_job	task.for_each_task.task.power_bi_task	renamed
resources.jobs.*.tasks[*].for_each_task.task.power_bi_task.connection_resource_name	databricks_job	task.for_each_task.task.power_bi_task.connection_resource_name	renamed
resources.jobs.*.tasks[*].for_each_task.task.power_bi_task.power_bi_model	databricks_job	task.for_each_task.task.power_bi_task.power_bi_model	renamed
resources.jobs.*.tasks[*].for_each_task.task.power_bi_task.power_bi_model.authentication_method	databricks_job	task.for_each_task.task.power_bi_task.power_bi_model.authentication_method	renamed
resources.jobs.*.tasks[*].for_each_task.task.power_bi_task.power_bi_model.model_name	databricks_job	task.for_each_task.task.power_bi_task.power_bi_model.model_name	renamed
resources.jobs.*.tasks[*].for_each_task.task.power_bi_task.power_bi_model.overwrite_existing	databricks_job	task.for_each_task.task.power_bi_task.power_bi_model.overwrite_existing	renamed
resources.jobs.*.tasks[*].for_each_task.task.power_bi_task.power_bi_model.storage_mode	databricks_job	task.for_each_task.task.power_bi_task.power_bi_model.storage_mode	renamed
